P48,C2481,0.010133333
P51,C2051,1
P51,C732,1
P51,C832,0.083333333
P51,C1071,0.0015
P51,C1768,1
P51,C1602,0.00945
P51,C888,2
P51,C584,2
P51,C856,2
P51,C954,1
P51,C756,2
P51,C1748,0.0017
P51,C1773,0.0065
P51,C413,2
P51,C2077,1.167
P51,C761,1
P51,C469,1
P51,C98,2
P51,C1563,1
P51,C631,1
P51,C283,1
P51,C123,1
P51,C670,1
P51,C2361,1
P51,C2481,0.010133333
P29,C2051,1
P29,C733,1
P29,C832,0.083333333
P29,C1071,0.0015
P29,C1602,0.00945
P29,C954,1
P29,C1748,0.0034
P29,C1718,0.0045
P29,C834,1
P29,C2068,1.167
P29,C1767,1
P29,C761,1
P29,C507,1
P29,C1590,1
P29,C1567,1
P29,C1093,1
P29,C294,1
P29,C101,1
P29,C137,1
P29,C958,1
P29,C628,1
P29,C670,1
P29,C667,1
P29,C257,1
P29,C1085,2
P29,C2361,1
P29,C2481,0.010133333
P49,C2051,1
P49,C832,0.083333333
P49,C1071,0.0015
P49,C1602,0.00945
P49,C954,1
P49,C1748,0.0034
P49,C1718,0.0045
P49,C834,1
P49,C2075,1.167
P49,C1767,1
P49,C761,1
P49,C929,1
P49,C458,1
P49,C783,1
P49,C1563,1
P49,C631,1
P49,C283,1
P49,C123,1
P49,C137,1
P49,C958,1
P49,C628,1
P49,C670,1
P49,C667,1
P49,C1086,2
P49,C2361,1
P49,C2481,0.010133333
P1124,C417,1
P1124,C733,1
P1124,C832,0.083333333
P1124,C1071,0.0015
P1124,C1768,1
P1124,C1602,0.00945
P1124,C529,1
P1124,C954,1
P1124,C1748,0.0034
P1124,C1718,0.0045
P1124,C731,1
P1124,C834,1
P1124,C761,1
P1124,C507,1
P1124,C891,1
P1124,C757,1
P1124,C1567,1
P1124,C106,1
P1124,C1093,1
P1124,C294,1
P1124,C101,1
P1124,C137,2
P1124,C958,1
P1124,C628,1
P1124,C670,1
P1124,C1756,1.167
P1124,C1796,1
P1124,C1678,1
P1124,C2361,1
P1124,C2493,1
P1124,C2512,2
P1126,C417,1
P1126,C733,1
P1126,C832,0.083333333
P1126,C1071,0.0015
P1126,C1768,1
P1126,C1602,0.00945
P1126,C529,1
P1126,C784,1
P1126,C954,1
P1126,C1748,0.0034
P1126,C1718,0.0045
P1126,C731,1
P1126,C761,1
P1126,C574,1
P1126,C1590,1
P1126,C1567,1
P1126,C106,1
P1126,C1093,1
P1126,C294,1
P1126,C101,1
P1126,C670,1
P1126,C1758,1.167
P1126,C1678,1
P1126,C2361,1
P1126,C2493,1
P1126,C2512,2
P34,C409,1
P34,C682,1
P34,C1286,1
P34,C1623,0.0214485
P34,C1596,0.002975
P34,C334,2
P34,C966,0.5
P34,C967,0.5
P34,C167,1
P34,C163,1
P34,C2256,0.016833
P1117,C417,1
P1117,C733,1
P1117,C832,0.083333333
P1117,C1071,0.0015
P1117,C1768,1
P1117,C1602,0.00945
P1117,C529,1
P1117,C954,1
P1117,C1748,0.0034
P1117,C1718,0.0045
P1117,C731,1
P1117,C834,1
P1117,C761,1
P1117,C507,1
P1117,C457,1
P1117,C783,1
P1117,C1563,1
P1117,C106,1
P1117,C631,1
P1117,C283,1
P1117,C123,1
P1117,C137,2
P1117,C958,1
P1117,C628,1
P1117,C670,1
P1117,C1763,1.167
P1117,C1796,1
P1117,C1678,1
P1117,C2361,1
P1117,C2493,1
P1117,C2512,2
P1119,C417,1
P1119,C832,0.083333333
P1119,C1071,0.0015
P1119,C1768,1
P1119,C1602,0.00945
P1119,C529,1
P1119,C784,1
P1119,C954,1
P1119,C1748,0.0034
P1119,C1718,0.0045
P1119,C731,1
P1119,C761,1
P1119,C578,1
P1119,C783,1
P1119,C1563,1
P1119,C106,1
P1119,C631,1
P1119,C283,1
P1119,C123,1
P1119,C670,1
P1119,C1765,1.167
P1119,C1678,1
P1119,C2361,1
P1119,C2493,1
P1119,C2512,2
P54,C1467,0.00009075
P54,C1545,0.00025
P54,C409,1
P54,C682,1
P54,C1305,1.05
P54,C2000,0.01
P54,C720,0.005
P54,C1595,0.00105
P54,C1596,0.002975
P54,C334,2
P54,C841,0.5
P54,C842,0.5
P54,C167,1
P54,C163,1
P54,C2244,0.033335
P54,C2256,0.017515
P54,C2481,0.0007144
P54,C2488,0.04
P1121,C732,1
P1121,C734,0.083333333
P1121,C1071,0.0015
P1121,C1603,0.0084
P1121,C888,2
P1121,C584,2
P1121,C856,2
P1121,C954,1
P1121,C756,2
P1121,C1748,0.0017
P1121,C1773,0.0065
P1121,C730,1
P1121,C413,2
P1121,C1767,1
P1121,C761,1
P1121,C893,1
P1121,C98,2
P1121,C1567,1
P1121,C1770,1
P1121,C1093,1
P1121,C294,1
P1121,C101,1
P1121,C670,1
P1121,C1753,1.167
P1121,C667,1
P1121,C2361,1
P1120,C732,1
P1120,C734,0.083333333
P1120,C1071,0.0015
P1120,C1603,0.0084
P1120,C888,2
P1120,C584,2
P1120,C856,2
P1120,C954,1
P1120,C756,2
P1120,C1748,0.0017
P1120,C1773,0.0065
P1120,C730,1
P1120,C413,2
P1120,C761,1
P1120,C883,1
P1120,C98,2
P1120,C1567,1
P1120,C1093,1
P1120,C294,1
P1120,C101,1
P1120,C670,1
P1120,C1754,1.167
P1120,C2361,1
P1125,C732,1
P1125,C832,0.083333333
P1125,C1071,0.0015
P1125,C1768,1
P1125,C1602,0.00945
P1125,C888,2
P1125,C584,2
P1125,C856,2
P1125,C954,1
P1125,C756,2
P1125,C1748,0.0017
P1125,C1773,0.0065
P1125,C731,1
P1125,C413,2
P1125,C761,1
P1125,C883,1
P1125,C98,2
P1125,C1567,1
P1125,C1093,1
P1125,C294,1
P1125,C101,1
P1125,C670,1
P1125,C1757,1.167
P1125,C2361,1
P1125,C2493,1
P1114,C732,1
P1114,C734,0.083333333
P1114,C1071,0.0015
P1114,C1603,0.0084
P1114,C888,2
P1114,C584,2
P1114,C856,2
P1114,C954,1
P1114,C756,2
P1114,C1748,0.0017
P1114,C1773,0.0065
P1114,C730,1
P1114,C413,2
P1114,C1767,1
P1114,C761,1
P1114,C468,1
P1114,C98,2
P1114,C1563,1
P1114,C1770,1
P1114,C631,1
P1114,C283,1
P1114,C123,1
P1114,C670,1
P1114,C1760,1.167
P1114,C667,1
P1114,C2361,1
P1113,C732,1
P1113,C734,0.083333333
P1113,C1071,0.0015
P1113,C1603,0.0084
P1113,C888,2
P1113,C584,2
P1113,C856,2
P1113,C954,1
P1113,C756,2
P1113,C1748,0.0017
P1113,C1773,0.0065
P1113,C730,1
P1113,C413,2
P1113,C761,1
P1113,C98,2
P1113,C1563,1
P1113,C631,1
P1113,C283,1
P1113,C123,1
P1113,C670,1
P1113,C1761,1.167
P1113,C1083,1
P1113,C2361,1
P1118,C732,1
P1118,C832,0.083333333
P1118,C1071,0.0015
P1118,C1768,1
P1118,C1602,0.00945
P1118,C888,2
P1118,C584,2
P1118,C856,2
P1118,C954,1
P1118,C756,2
P1118,C1748,0.0017
P1118,C1773,0.0065
P1118,C731,1
P1118,C413,2
P1118,C761,1
P1118,C98,2
P1118,C1563,1
P1118,C631,1
P1118,C283,1
P1118,C123,1
P1118,C670,1
P1118,C1764,1.167
P1118,C1083,1
P1118,C2361,1
P1118,C2493,1
P1122,C733,1
P1122,C832,0.083333333
P1122,C1071,0.0015
P1122,C1602,0.00945
P1122,C954,1
P1122,C1748,0.0034
P1122,C1718,0.0045
P1122,C731,1
P1122,C834,1
P1122,C1767,1
P1122,C761,1
P1122,C507,1
P1122,C892,1
P1122,C757,1
P1122,C1567,1
P1122,C1093,1
P1122,C294,1
P1122,C101,1
P1122,C137,1
P1122,C958,1
P1122,C628,1
P1122,C670,1
P1122,C1755,1.167
P1122,C667,1
P1122,C2361,1
P1122,C2494,1
P1122,C2512,2
P1115,C832,0.083333333
P1115,C1071,0.0015
P1115,C1602,0.00945
P1115,C954,1
P1115,C1748,0.0034
P1115,C1718,0.0045
P1115,C731,1
P1115,C834,1
P1115,C1767,1
P1115,C761,1
P1115,C929,1
P1115,C458,1
P1115,C783,1
P1115,C1563,1
P1115,C631,1
P1115,C283,1
P1115,C123,1
P1115,C137,1
P1115,C958,1
P1115,C628,1
P1115,C670,1
P1115,C1762,1.167
P1115,C667,1
P1115,C2361,1
P1115,C2494,1
P1115,C2847,2
P409,C1714,0.05733
P409,C1715,0.01311
P409,C2117,0.000456
P409,C1654,0.027
P409,C2119,0.000032
P409,C707,0.005
P409,C1467,0.00024375
P409,C1545,0.00014375
P409,C2495,0.005
P409,C2834,0.04
P409,C3042,0.00297
P409,C3043,0.00148
P410,C1714,0.09288
P410,C1715,0.0182
P410,C2117,0.00058
P410,C2119,0.000032
P410,C707,0.006666667
P410,C1467,0.000325
P410,C1545,0.000191667
P410,C2496,0.006666667
P410,C2834,0.053333333
P410,C2931,0.03822
P410,C3042,0.00297
P410,C3043,0.00148
P411,C1714,0.13454
P411,C1715,0.01865
P411,C2117,0.001011
P411,C2119,0.000032
P411,C1467,0.0005175
P411,C1545,0.0003125
P411,C1656,0.064
P411,C708,0.01
P411,C2497,0.01
P411,C2834,0.08
P411,C3042,0.00297
P411,C3043,0.00148
P412,C1714,0.1995
P412,C1715,0.0302
P412,C2117,0.0011797
P412,C2119,0.000032
P412,C1467,0.001035
P412,C1545,0.000625
P412,C708,0.02
P412,C1657,0.095
P412,C2498,0.02
P412,C2834,0.16
P412,C3042,0.00297
P412,C3043,0.00148
P1177,C1715,0.01555
P1177,C1654,0.027
P1177,C2119,0.000032
P1177,C1467,0.00010125
P1177,C1545,0.00015625
P1177,C2123,0.04
P1177,C2124,0.026837
P1177,C2125,0.00334185
P1177,C2126,0.000334185
P1177,C2127,0.012222222
P1177,C2495,0.005
P1177,C2930,0.0266
P1177,C3042,0.00297
P1177,C3043,0.00148
P1178,C1715,0.01211002
P1178,C2119,0.000032
P1178,C1467,0.000135
P1178,C1545,0.000208333
P1178,C2123,0.06145494
P1178,C2124,0.02867243
P1178,C2125,0.004506369
P1178,C2126,0.000450637
P1178,C2127,0.016296296
P1178,C2496,0.006666667
P1178,C2931,0.03822
P1178,C3042,0.00297
P1178,C3043,0.00148
P1179,C1715,0.02073076
P1179,C2119,0.000032
P1179,C1467,0.0002025
P1179,C1545,0.0003125
P1179,C1656,0.064
P1179,C2123,0.084175875
P1179,C2124,0.048018474
P1179,C2125,0.004146617
P1179,C2126,0.001321943
P1179,C2127,0.024444444
P1179,C2497,0.01
P1179,C3042,0.00297
P1179,C3043,0.00148
P1180,C1715,0.023544368
P1180,C2119,0.000032
P1180,C1467,0.000405
P1180,C1545,0.000625
P1180,C1657,0.095
P1180,C2123,0.137497028
P1180,C2124,0.06474762
P1180,C2125,0.006431086
P1180,C2126,0.002022446
P1180,C2127,0.048888889
P1180,C2498,0.02
P1180,C3042,0.00297
P1180,C3043,0.00148
P89,C414,1
P89,C581,1
P89,C1876,2
P89,C410,1
P89,C2099,1.1
P89,C1724,0.0017
P89,C889,1
P89,C902,1
P89,C900,1
P89,C896,0.5
P89,C2100,0.5
P89,C897,1
P89,C898,1
P89,C901,1
P89,C2101,0.008333333
P89,C2102,0.083333333
P89,C2103,0.5
P89,C899,1
P89,C903,2
P306,C2115,0.0897
P306,C2116,2
P306,C1994,0.0036
P306,C1999,0.025
P306,C683,2
P306,C2344,0.05
P307,C2115,0.0897
P307,C2116,2
P307,C1993,0.0036
P307,C1999,0.025
P307,C683,2
P307,C2344,0.05
P308,C2115,0.02795
P308,C2116,2
P13,C1748,0.0017
P13,C1467,0.0001455
P13,C2209,1
P13,C1100,1
P13,C2007,1
P13,C1999,0.01
P13,C685,1
P13,C2362,0.02
P13,C2481,0.0011628
P13,C2488,0.08
P14,C1748,0.0017
P14,C1467,0.0001455
P14,C534,1
P14,C1098,1
P14,C937,1
P14,C1999,0.01
P14,C323,1
P14,C685,1
P14,C2363,0.02
P14,C2481,0.0011628
P14,C2488,0.08
P69,C414,4
P69,C417,1
P69,C529,1
P69,C761,1
P69,C101,1
P69,C1545,0.002984375
P69,C1724,0.0017
P69,C404,1
P69,C1005,1
P69,C1888,1.167
P69,C1418,1
P69,C1041,1
P69,C666,1
P69,C42,1
P69,C759,1
P69,C1901,1
P69,C1902,1
P69,C135,1
P69,C1903,1
P69,C1795,1
P69,C1914,1
P69,C1080,2
P69,C1669,1
P69,C629,1
P69,C702,0.166666667
P69,C1672,1
P69,C1792,1
P69,C955,1
P69,C667,1
P69,C389,1
P69,C1604,0.01674
P69,C2230,1
P69,C2486,1
P69,C2489,1
P69,C2493,1
P69,C2513,0.166666667
P69,C2566,1
P70,C417,1
P70,C529,1
P70,C761,1
P70,C101,1
P70,C1545,0.002984375
P70,C1724,0.0017
P70,C404,1
P70,C1005,1
P70,C1889,1.167
P70,C1418,1
P70,C1041,1
P70,C666,1
P70,C42,1
P70,C759,1
P70,C1901,1
P70,C1902,1
P70,C135,1
P70,C1903,1
P70,C1795,1
P70,C1909,1
P70,C1080,2
P70,C1669,1
P70,C629,1
P70,C702,0.166666667
P70,C1672,1
P70,C1792,1
P70,C955,1
P70,C667,1
P70,C415,4
P70,C1604,0.01674
P70,C2230,1
P70,C2486,1
P70,C2489,1
P70,C2493,1
P70,C2513,0.166666667
P73,C1603,0.0108
P73,C761,1
P73,C101,1
P73,C1545,0.0028125
P73,C1724,0.0017
P73,C405,1
P73,C1005,1
P73,C1887,1.125
P73,C1418,1
P73,C1041,1
P73,C666,1
P73,C1008,1
P73,C1897,1
P73,C1903,1
P73,C1245,2
P73,C1669,1
P73,C629,1
P73,C1672,1
P73,C1792,1
P73,C955,1
P73,C667,1
P73,C2489,1
P73,C2494,1
P73,C3053,1
P73,C3055,1
P73,C3062,0.125
P135,C1603,0.0108
P135,C761,1
P135,C101,1
P135,C1545,0.00259375
P135,C1724,0.0017
P135,C750,1
P135,C753,2
P135,C738,1
P135,C426,1
P135,C1005,1
P135,C1886,1.125
P135,C1418,1
P135,C1041,1
P135,C666,1
P135,C42,1
P135,C1072,1
P135,C1898,1
P135,C1899,1
P135,C1903,1
P135,C1080,2
P135,C1669,1
P135,C629,1
P135,C700,0.125
P135,C1672,1
P135,C1792,1
P135,C955,1
P135,C667,1
P135,C2483,1
P135,C2489,1
P135,C2494,1
P68,C756,2
P68,C413,2
P68,C761,1
P68,C101,1
P68,C1545,0.00271875
P68,C1724,0.0017
P68,C416,1
P68,C1884,1.125
P68,C1895,1
P68,C96,2
P68,C1903,1
P68,C1319,1
P68,C1662,2
P68,C1669,1
P68,C629,1
P68,C1672,1
P68,C308,2
P68,C37,2
P68,C1792,1
P68,C955,1
P68,C1604,0.01215
P68,C2489,1
P68,C3049,1
P68,C3054,1
P68,C3059,0.125
P67,C756,2
P67,C413,2
P67,C761,1
P67,C101,1
P67,C1545,0.00271875
P67,C1724,0.0017
P67,C1885,1.125
P67,C1413,1
P67,C1838,1
P67,C785,1
P67,C1896,1
P67,C96,2
P67,C1903,1
P67,C1611,1
P67,C1662,2
P67,C1669,1
P67,C629,1
P67,C1672,1
P67,C308,2
P67,C37,2
P67,C1792,1
P67,C955,1
P67,C1604,0.01215
P67,C2279,1
P67,C2489,1
P67,C3049,1
P67,C3054,1
P67,C3059,0.125
P72,C529,1
P72,C761,1
P72,C101,1
P72,C1545,0.0041875
P72,C1724,0.0017
P72,C409,3
P72,C396,1
P72,C1229,1
P72,C1005,1
P72,C1890,1.333333333
P72,C1041,1
P72,C1838,1
P72,C42,1
P72,C1072,1
P72,C785,1
P72,C759,1
P72,C1900,1
P72,C668,2
P72,C1903,1
P72,C1833,1
P72,C1905,1
P72,C1080,2
P72,C1932,1
P72,C1669,1
P72,C629,1
P72,C965,1
P72,C726,0.166666667
P72,C1672,1
P72,C1792,1
P72,C955,1
P72,C682,1
P72,C688,1
P72,C1821,1
P72,C1547,0.00014285
P72,C1782,1
P72,C1783,1
P72,C1784,1
P72,C2217,0.02628
P72,C2239,1
P72,C2251,1
P72,C2279,1
P72,C2487,1
P72,C2489,1
P72,C2493,1
P71,C417,1
P71,C529,1
P71,C413,1
P71,C761,1
P71,C101,1
P71,C1545,0.0041875
P71,C1724,0.0017
P71,C404,1
P71,C1005,1
P71,C1891,1.333333333
P71,C1418,1
P71,C1041,1
P71,C666,1
P71,C42,1
P71,C759,1
P71,C1892,1
P71,C1901,1
P71,C1031,1
P71,C668,1
P71,C1903,1
P71,C1795,1
P71,C1904,1
P71,C1906,1
P71,C1907,1
P71,C1908,1
P71,C1080,2
P71,C1977,1
P71,C1669,1
P71,C629,1
P71,C965,1
P71,C726,0.166666667
P71,C1672,1
P71,C1792,1
P71,C955,1
P71,C667,1
P71,C682,1
P71,C688,1
P71,C2217,0.02628
P71,C2487,1
P71,C2489,1
P71,C2493,1
P170,C414,4
P170,C417,1
P170,C529,1
P170,C761,1
P170,C101,1
P170,C1545,0.002984375
P170,C1724,0.0017
P170,C404,1
P170,C1005,1
P170,C1888,1.167
P170,C1041,1
P170,C666,1
P170,C42,1
P170,C759,1
P170,C135,1
P170,C1795,1
P170,C1080,2
P170,C1669,1
P170,C629,1
P170,C702,0.166666667
P170,C1792,1
P170,C955,1
P170,C667,1
P170,C1419,1
P170,C1942,1
P170,C1957,1
P170,C1960,1
P170,C1919,1
P170,C1934,1
P170,C389,1
P170,C1604,0.01674
P170,C2230,1
P170,C2486,1
P170,C2489,1
P170,C2493,1
P170,C2513,0.166666667
P170,C2567,1
P171,C417,1
P171,C529,1
P171,C761,1
P171,C101,1
P171,C1545,0.002984375
P171,C1724,0.0017
P171,C404,1
P171,C1005,1
P171,C1889,1.167
P171,C1041,1
P171,C666,1
P171,C42,1
P171,C759,1
